Drug Tier,Specialty,Plan Type,Allowed,Drug_name,Requirements_Limits
3,Not Specified,my blue,Yes,mefloquine hcl tab 250 mg,Not Specified
3,Not Specified,my blue,Yes,primaquine phosphate tab 26.3 mg (15 mg base) (Primaquine phosphate),Not Specified
6,Speciality Drug,my blue,Yes,pyrimethamine tab 25 mg (Daraprim),"Prior authorization, Quantity Limits (90 tablets/30 days)"
5,Not Specified,my blue,Yes,quinine sulfate cap 324 mg (Qualaquin),Quantity Limits (42 capsules/90 days)
5,Not Specified,my blue,Yes,albendazole tab 200 mg (Albenza),"Prior authorization, Quantity Limits (120 tablets/30 days)"
5,Not Specified,my blue,Yes,"BENZNIDAZOLE - benznidazole tab 12.5 mg, 100 mg",Not Specified
6,Speciality Drug,my blue,Yes,EGATEN - triclabendazole tab 250 mg,Prior authorization
5,Not Specified,my blue,Yes,ivermectin tab 3 mg (Stromectol),Not Specified
5,Not Specified,my blue,Yes,praziquantel tab 600 mg (Biltricide),Not Specified
5,Not Specified,my blue,Yes,ALINIA - nitazoxanide for susp 100 mg/5ml,Quantity Limits (300 mls/90 days)
5,Not Specified,my blue,Yes,atovaquone susp 750 mg/5ml (Mepron),Not Specified
6,Speciality Drug,my blue,Yes,CAYSTON - aztreonam lysine for inhal soln 75 mg (base equivalent),Limited distribution
3,Not Specified,my blue,Yes,"clindamycin hcl cap 75 mg, 150 mg, 300 mg (Cleocin)",Not Specified
5,Not Specified,my blue,Yes,clindamycin palmitate hcl for soln 75 mg/5ml (base equiv) (Cleocin pediatric gr),Not Specified
5,Not Specified,my blue,Yes,colistimethate sod for inj 150 mg (colistin base activity) (Coly-mycin m),Not Specified
5,Not Specified,my blue,Yes,dapsone tab 25 mg,Not Specified
3,Not Specified,my blue,Yes,dapsone tab 100 mg,Not Specified
5,Not Specified,my blue,Yes,fosfomycin tromethamine powd pack 3 gm (base equivalent) (Monurol),Not Specified
6,Speciality Drug,my blue,Yes,IMPAVIDO - miltefosine cap 50 mg,Prior authorization
5,Not Specified,my blue,Yes,LAMPIT - nifurtimox tab 30 mg,Quantity Limits (540 tablets/180 days)
5,Not Specified,my blue,Yes,LAMPIT - nifurtimox tab 120 mg,Quantity Limits (450 tablets/180 days)
5,Not Specified,my blue,Yes,linezolid for susp 100 mg/5ml (Zyvox),Not Specified
5,Not Specified,my blue,Yes,linezolid tab 600 mg (Zyvox),Not Specified
5,Not Specified,my blue,Yes,methenamine hippurate tab 1 gm (Hiprex),Not Specified
5,Not Specified,my blue,Yes,metronidazole cap 375 mg (Flagyl),Not Specified
3,Not Specified,my blue,Yes,metronidazole tab 250 mg,Not Specified
3,Not Specified,my blue,Yes,metronidazole tab 500 mg (Flagyl),Not Specified
5,Not Specified,my blue,Yes,nitazoxanide tab 500 mg (Alinia),Quantity Limits (12 tablets/90 days)
5,Not Specified,my blue,Yes,nitrofurantoin macrocrystalline cap 25 mg (Macrodantin),Not Specified
3,Not Specified,my blue,Yes,"nitrofurantoin macrocrystalline cap 50 mg, 100 mg (Macrodantin)",Not Specified
3,Not Specified,my blue,Yes,nitrofurantoin monohydrate macrocrystalline cap 100 mg (Macrobid),Not Specified
5,Not Specified,my blue,Yes,nitrofurantoin susp 25 mg/5ml,Not Specified
5,Not Specified,my blue,Yes,pentamidine isethionate for nebulization soln 300 mg (Nebupent),Not Specified
5,Not Specified,my blue,Yes,SIVEXTRO - tedizolid phosphate tab 200 mg,"Prior authorization, Quantity Limits (6 tablets/30 days)"
3,Not Specified,my blue,Yes,sulfamethoxazole-trimethoprim susp 200-40 mg/5ml,Not Specified
3,Not Specified,my blue,Yes,sulfamethoxazole-trimethoprim tab 400-80 mg (Bactrim),Not Specified
3,Not Specified,my blue,Yes,sulfamethoxazole-trimethoprim tab 800-160 mg (Bactrim ds),Not Specified
5,Not Specified,my blue,Yes,tinidazole tab 250 mg,Not Specified
3,Not Specified,my blue,Yes,tinidazole tab 500 mg,Not Specified
3,Not Specified,my blue,Yes,trimethoprim tab 100 mg,Not Specified
5,Not Specified,my blue,Yes,vancomycin hcl cap 125 mg (base equivalent) (Vancocin hcl),Quantity Limits (480 capsules/30 days)
5,Not Specified,my blue,Yes,vancomycin hcl cap 250 mg (base equivalent) (Vancocin),Quantity Limits (240 capsules/30 days)
5,Not Specified,my blue,Yes,vancomycin hcl for oral soln 25 mg/ml (base equivalent) (Firvanq),Not Specified
5,Not Specified,my blue,Yes,vancomycin hcl for oral soln 50 mg/ml (base equivalent) (Firvanq),Quantity Limits (1200 mls/30 days)
6,Not Specified,my blue,Yes,XIFAXAN - rifaximin tab 200 mg,"Prior authorization, Quantity Limits (9 tablets/180 days)"
5,Not Specified,my blue,Yes,XIFAXAN - rifaximin tab 550 mg,"Prior authorization, Quantity Limits (90 tablets/30 days)"
1,Not Specified,my blue,Yes,ABRYSVO - rsv pre-fusion f a&b vac recomb for im soln 120 mcg/0.5ml,Not Specified
1,Not Specified,my blue,Yes,ACTHIB - haemophilus b polysaccharide conjugate vaccine for inj,Not Specified
1,Not Specified,my blue,Yes,AFLURIA QUADRIVALENT 2023 - influenza virus vac split quadrivalent susp pref syr 0.5ml,Quantity Limits (1 vaccine/90 days)
1,Not Specified,my blue,Yes,AFLURIA QUADRIVALENT 2023 - influenza virus vaccine split quadrivalent im inj,Quantity Limits (1 vaccine/90 days)
1,Not Specified,my blue,Yes,AREXVY - rsvpref3 vaccine recomb adjuvanted for im susp 120 mcg/0.5ml,Not Specified
1,Not Specified,my blue,Yes,BEXSERO - meningococcal vac b (recomb omv adjuv) inj prefilled syringe,Not Specified
1,Not Specified,my blue,Yes,COMIRNATY 2023-24 - covid-19 mrna vac tris-pfizer im susp pref syr 30 mcg/0.3ml,Not Specified
1,Not Specified,my blue,Yes,COMIRNATY 2023-24 - covid-19 mrna vac tris-sucrose-,Not Specified
1,Not Specified,my blue,Yes,ENGERIX-B - hepatitis b vaccine (recombinant) susp,Not Specified
1,Not Specified,my blue,Yes,ENGERIX-B - hepatitis b vaccine (recombinant) susp,Not Specified
1,Not Specified,my blue,Yes,FLUAD QUADRIVALENT 2023-2 - influenza vac type,Quantity Limits (1 vaccine/90 days)
1,Not Specified,my blue,Yes,FLUARIX QUADRIVALENT 2023 - influenza virus vac,Quantity Limits (1 vaccine/90 days)
1,Not Specified,my blue,Yes,FLUBLOK QUADRIVALENT 2023 - influenza vac,Quantity Limits (1 vaccine/90 days)
1,Not Specified,my blue,Yes,FLUCELVAX QUADRIVALENT 20 - influenza vac tiss-,Quantity Limits (1 vaccine/90 days)
1,Not Specified,my blue,Yes,FLUCELVAX QUADRIVALENT 20 - influenza vac tissue-,Quantity Limits (1 vaccine/90 days)
1,Not Specified,my blue,Yes,FLULAVAL QUADRIVALENT 202 - influenza virus vac,Quantity Limits (1 vaccine/90 days)
1,Not Specified,my blue,Yes,FLUMIST QUADRIVALENT - influenza virus vaccine live,Quantity Limits (1 vaccine/90 days)
1,Not Specified,my blue,Yes,FLUZONE HIGH-DOSE PF 2023 - influenza vac split,Quantity Limits (1 vaccine/90 days)
1,Not Specified,my blue,Yes,FLUZONE QUADRIVALENT 2023 - influenza virus vac,Quantity Limits (1 vaccine/90 days)
1,Not Specified,my blue,Yes,FLUZONE QUADRIVALENT 2023 - influenza virus,Quantity Limits (1 vaccine/90 days)
1,Not Specified,my blue,Yes,SPIKEVAX COVID-19 VACCINE - covid-19 (sars- cov-2)mrna vacc-moderna im susp 50 mcg/0.5ml,Not Specified
1,Not Specified,my blue,Yes,TRUMENBA - meningococcal group b vac (recomb) im susp prefilled syr,Not Specified
1,Not Specified,my blue,Yes,TWINRIX - hep a-hep b vaccine susp pref syr 720-20 elu-mcg/ml,Not Specified
1,Not Specified,my blue,Yes,"VAQTA - hepatitis a vaccine inj susp 25 unit/0.5ml, 50 unit/ml",Not Specified
1,Not Specified,my blue,Yes,VARIVAX - varicella virus vac live for subcutaneous inj 1350 pfu/0.5ml,Not Specified
5,Not Specified,my blue,Yes,VAXCHORA - cholera vaccine live attenuated for oral susp,Not Specified
1,Not Specified,my blue,Yes,VAXNEUVANCE - pneumococcal 15-valent conjugate vaccine sus pref syr 0.5 ml,Quantity Limits (1 vaccine/90 days)
5,Not Specified,my blue,Yes,VIVOTIF - typhoid vaccine cap delayed release,Not Specified
1,Not Specified,my blue,Yes,ADACEL - tet tox-diph-acell pertuss ad inj 5-2-15.5 lf-lf- mcg/0.5ml,Not Specified
1,Not Specified,my blue,Yes,BOOSTRIX - tet-diph-acell pertuss ad pref syr 5-2.5-18.5 lf-mcg/0.5ml,Not Specified
1,Not Specified,my blue,Yes,BOOSTRIX - tet tox-diph-acell pertuss ad inj 5-2.5-18.5 lf-lf-mcg/0.5ml,Not Specified
1,Not Specified,my blue,Yes,"DAPTACEL - diph, acellular pert & tet tox inj 15 lf-23 mcg-5 lf/0.5ml",Not Specified
1,Not Specified,my blue,Yes,"INFANRIX - diph, acellular pert & tet tox inj 25 lf-58 mcg-10 lf/0.5ml",Not Specified
1,Not Specified,my blue,Yes,"KINRIX - diph-tetanus-acell pert-polio, ipv vacc susp pref syr 0.5 ml",Not Specified
1,Not Specified,my blue,Yes,PEDIARIX - diph-tet tox-acell pert-hep b-polio ipv vac susp pref syr,Not Specified
1,Not Specified,my blue,Yes,PENTACEL - diph-ac per-tet tox ad-poliov-haemoph b poly vac for im susp,Not Specified
1,Not Specified,my blue,Yes,"QUADRACEL - diph-tetanus tox ad-acell pert & polio virus, ipv vac inj",Not Specified
1,Not Specified,my blue,Yes,"QUADRACEL - diph-tetanus-acell pert-polio, ipv vacc susp pref syr 0.5 ml",Not Specified
1,Not Specified,my blue,Yes,TDVAX - tetanus-diphtheria toxoids (td) inj 2-2 lf/0.5ml,Not Specified
1,Not Specified,my blue,Yes,TENIVAC - tetanus-diphtheria toxoids (td) inj 5-2 lfu,Not Specified
1,Not Specified,my blue,Yes,VAXELIS - diph-tet tox-ac pert ad-polio ipv-hib-hep b rec susp pre syr,Not Specified
1,Not Specified,my blue,Yes,VAXELIS - diph-tet tox-ac pert ad-polio ipv-hib-hepatitis b recmb susp,Not Specified
6,Speciality Drug,my blue,Yes,"GAMMAGARD LIQUID - immune globulin (human) iv or subcutaneous soln 1 gm/10ml, 2.5 gm/25ml, 5 gm/50ml, 10 gm/100ml, 20 gm/200ml, 30 gm/300ml",Prior authorization
6,Speciality Drug,my blue,Yes,"GAMMAKED - immune globulin (human) iv or subcutaneous soln 1 gm/10ml, 5 gm/50ml, 10 gm/100ml, 20 gm/200ml",Prior authorization
6,Speciality Drug,my blue,Yes,"GAMUNEX-C - immune globulin (human) iv or subcutaneous soln 1 gm/10ml, 2.5 gm/25ml, 5 gm/50ml, 10 gm/100ml, 20 gm/200ml, 40 gm/400ml",Prior authorization
6,Speciality Drug,my blue,Yes,"HIZENTRA - immune globulin (human) subcutaneous soln pref syr 1 gm/5ml, 2 gm/10ml, 4 gm/20ml","Prior authorization, Limited distribution"
6,Speciality Drug,my blue,Yes,"HIZENTRA - immune globulin (human) subcutaneous inj 1 gm/5ml, 2 gm/10ml, 4 gm/20ml, 10 gm/50ml","Prior authorization, Limited distribution"
6,Speciality Drug,my blue,Yes,HYQVIA - immun glob inj 2.5 gm/25ml-hyaluron inj 200 unt/1.25 ml kit,"Prior authorization, Limited distribution"
6,Speciality Drug,my blue,Yes,HYQVIA - immun glob inj 5 gm/50ml-hyaluron inj 400 unt/2.5 ml kit,"Prior authorization, Limited distribution"
6,Speciality Drug,my blue,Yes,HYQVIA - immun glob inj 10 gm/100ml-hyaluron inj 800 unt/5 ml kit,"Prior authorization, Limited distribution"
6,Speciality Drug,my blue,Yes,HYQVIA - immun glob inj 20 gm/200ml-hyaluron inj 1600 unt/10 ml kit,"Prior authorization, Limited distribution"
6,Speciality Drug,my blue,Yes,HYQVIA - immun glob inj 30 gm/300ml-hyaluron inj 2400 unt/15 ml kit,"Prior authorization, Limited distribution"
5,Speciality Drug,my blue,Yes,abiraterone acetate tab 250 mg (Zytiga),"Prior authorization, Quantity Limits (120 tablets/30 days)"
5,Speciality Drug,my blue,Yes,abiraterone acetate tab 500 mg (Zytiga),"Prior authorization, Quantity Limits (60 tablets/30 days)"
6,Speciality Drug,my blue,Yes,ACTIMMUNE - interferon gamma-1b inj 100 mcg/0.5ml (2000000 unit/0.5ml),"Prior authorization, Limited distribution"
5,Speciality Drug,my blue,Yes,"AKEEGA - niraparib tosylate-abiraterone acetate tab 50-500 mg, 100-500 mg","Prior authorization, Limited distribution, Quantity Limits (60 tablets/30 days)"
5,Speciality Drug,my blue,Yes,ALECENSA - alectinib hcl cap 150 mg (base equivalent),"Prior authorization, Limited distribution, Quantity Limits (240 capsules/30 days)"
5,Speciality Drug,my blue,Yes,ALUNBRIG - brigatinib tab initiation therapy pack 90 mg & 180 mg,"Prior authorization, Limited distribution, Quantity Limits (30 tablets/180 days)"
5,Speciality Drug,my blue,Yes,ALUNBRIG - brigatinib tab 30 mg,"Prior authorization, Limited distribution, Quantity Limits (180 tablets/30 days)"
5,Speciality Drug,my blue,Yes,"ALUNBRIG - brigatinib tab 90 mg, 180 mg","Prior authorization, Limited distribution, Quantity Limits (30 tablets/30 days)"
1,Not Specified,my blue,Yes,anastrozole tab 1 mg (Arimidex),Not Specified
5,Speciality Drug,my blue,Yes,AUGTYRO - repotrectinib cap 40 mg,"Prior authorization, Quantity Limits (240 capsules/30 days)"
5,Speciality Drug,my blue,Yes,"AYVAKIT - avapritinib tab 25 mg, 50 mg, 100 mg, 200 mg, 300 mg","Prior authorization, Limited distribution, Quantity Limits (30 tablets/30 days)"
5,Speciality Drug,my blue,Yes,BALVERSA - erdafitinib tab 3 mg,"Prior authorization, Limited distribution, Quantity Limits (90 tablets/30 days)"
5,Speciality Drug,my blue,Yes,BALVERSA - erdafitinib tab 4 mg,"Prior authorization, Limited distribution, Quantity Limits (60 tablets/30 days)"
5,Speciality Drug,my blue,Yes,BALVERSA - erdafitinib tab 5 mg,"Prior authorization, Limited distribution, Quantity Limits (30 tablets/30 days)"
6,Speciality Drug,my blue,Yes,BESREMI - ropeginterferon alfa-2b-njft soln prefilled syr 500 mcg/ml,"Prior authorization, Limited distribution, Quantity Limits (2 syringes/28 days)"
5,Speciality Drug,my blue,Yes,bexarotene cap 75 mg (Targretin),Prior authorization
3,Not Specified,my blue,Yes,bicalutamide tab 50 mg (Casodex),Not Specified
5,Speciality Drug,my blue,Yes,BOSULIF - bosutinib tab 100 mg,"Prior authorization, Limited distribution, Quantity Limits (90 tablets/30 days)"
5,Speciality Drug,my blue,Yes,"BOSULIF - bosutinib tab 400 mg, 500 mg","Prior authorization, Limited distribution, Quantity Limits (30 tablets/30 days)"
5,Speciality Drug,my blue,Yes,BRAFTOVI - encorafenib cap 75 mg,"Prior authorization, Limited distribution, Quantity Limits (180 capsules/30 days)"
5,Speciality Drug,my blue,Yes,BRUKINSA - zanubrutinib cap 80 mg,"Prior authorization, Limited distribution, Quantity Limits (120 capsules/30 days)"
5,Speciality Drug,my blue,Yes,"CABOMETYX - cabozantinib s-malate tab 20 mg (base equivalent), 40 mg (base equivalent), 60 mg (base equivalent)","Prior authorization, Limited distribution, Quantity Limits (30 tablets/30 days)"
5,Speciality Drug,my blue,Yes,CALQUENCE - acalabrutinib maleate tab 100 mg,"Prior authorization, Limited distribution, Quantity Limits (60 tablets/30 days)"
5,Speciality Drug,my blue,Yes,"capecitabine tab 150 mg, 500 mg (Xeloda)",Not Specified
5,Speciality Drug,my blue,Yes,CAPRELSA - vandetanib tab 100 mg,"Prior authorization, Limited distribution, Quantity Limits (60 tablets/30 days)"
5,Speciality Drug,my blue,Yes,CAPRELSA - vandetanib tab 300 mg,"Prior authorization, Limited distribution, Quantity Limits (30 tablets/30 days)"
5,Speciality Drug,my blue,Yes,COMETRIQ - cabozantinib s-malate cap 3 x 20 mg (60 mg dose) kit,"Prior authorization, Limited distribution, Quantity Limits (1 kit/28 days)"
5,Speciality Drug,my blue,Yes,COMETRIQ - cabozantinib s-mal cap 1 x 80 mg & 1 x 20 mg (100 dose) kit,"Prior authorization, Limited distribution, Quantity Limits (1 kit/28 days)"
5,Speciality Drug,my blue,Yes,COMETRIQ - cabozantinib s-mal cap 1 x 80 mg & 3 x 20 mg (140 dose) kit,"Prior authorization, Limited distribution, Quantity Limits (1 kit/28 days)"
5,Speciality Drug,my blue,Yes,"COPIKTRA - duvelisib cap 15 mg, 25 mg","Prior authorization, Limited distribution, Quantity Limits (60 capsules/30 days)"
5,Speciality Drug,my blue,Yes,COTELLIC - cobimetinib fumarate tab 20 mg (base equivalent),"Prior authorization, Limited distribution, Quantity Limits (63 tablets/28 days)"
5,Not Specified,my blue,Yes,"CYCLOPHOSPHAMIDE - cyclophosphamide tab 25 mg, 50 mg",Not Specified
5,Not Specified,my blue,Yes,"cyclophosphamide cap 25 mg, 50 mg (Cyclophosphamide)",Not Specified
5,Speciality Drug,my blue,Yes,DAURISMO - glasdegib maleate tab 25 mg (base equivalent),"Prior authorization, Limited distribution, Quantity Limits (60 tablets/30 days)"
5,Speciality Drug,my blue,Yes,DAURISMO - glasdegib maleate tab 100 mg (base equivalent),"Prior authorization, Limited distribution, Quantity Limits (30 tablets/30 days)"
5,Not Specified,my blue,Yes,EMCYT - estramustine phosphate sodium cap 140 mg,Not Specified
5,Speciality Drug,my blue,Yes,ERIVEDGE - vismodegib cap 150 mg,"Prior authorization, Limited distribution, Quantity Limits (30 capsules/30 days)"
5,Speciality Drug,my blue,Yes,ERLEADA - apalutamide tab 60 mg,"Prior authorization, Limited distribution, Quantity Limits (120 tablets/30 days)"
5,Speciality Drug,my blue,Yes,ERLEADA - apalutamide tab 240 mg,"Prior authorization, Limited distribution, Quantity Limits (30 tablets/30 days)"
5,Speciality Drug,my blue,Yes,erlotinib hcl tab 25 mg (base equivalent) (Tarceva),"Prior authorization, Quantity Limits (60 tablets/30 days)"
5,Speciality Drug,my blue,Yes,"erlotinib hcl tab 100 mg (base equivalent), 150 mg (base equivalent) (Tarceva)","Prior authorization, Quantity Limits (30 tablets/30 days)"
5,Not Specified,my blue,Yes,ETOPOSIDE - etoposide cap 50 mg,Not Specified
5,Speciality Drug,my blue,Yes,"everolimus tab for oral susp 2 mg, 5 mg (Afinitor disperz)","Prior authorization, Quantity Limits (60 tablets/30 days)"
5,Speciality Drug,my blue,Yes,everolimus tab for oral susp 3 mg (Afinitor disperz),"Prior authorization, Quantity Limits (90 tablets/30 days)"
5,Speciality Drug,my blue,Yes,"everolimus tab 2.5 mg, 5 mg, 7.5 mg, 10 mg (Afinitor)","Prior authorization, Quantity Limits (30 tablets/30 days)"
5,Not Specified,my blue,Yes,exemestane tab 25 mg (Aromasin),Not Specified
5,Speciality Drug,my blue,Yes,EXKIVITY - mobocertinib succinate cap 40 mg,"Prior authorization, Limited distribution, Quantity Limits (120 capsules/30 days)"
5,Speciality Drug,my blue,Yes,"FOTIVDA - tivozanib hcl cap 0.89 mg (base equivalent), 1.34 mg (base equivalent)","Prior authorization, Limited distribution, Quantity Limits (21 capsules/28 days)"
5,Speciality Drug,my blue,Yes,FRUZAQLA - fruquintinib cap 1 mg,"Prior authorization, Quantity Limits (84 capsules/28 days)"
5,Speciality Drug,my blue,Yes,FRUZAQLA - fruquintinib cap 5 mg,"Prior authorization, Quantity Limits (21 capsules/28 days)"
5,Speciality Drug,my blue,Yes,GAVRETO - pralsetinib cap 100 mg,"Prior authorization, Limited distribution, Quantity Limits (120 capsules/30 days)"
5,Speciality Drug,my blue,Yes,gefitinib tab 250 mg (Iressa),"Prior authorization, Quantity Limits (30 tablets/30 days)"
5,Speciality Drug,my blue,Yes,"GILOTRIF - afatinib dimaleate tab 20 mg (base equivalent), 30 mg (base equivalent), 40 mg (base equivalent)","Prior authorization, Limited distribution, Quantity Limits (30 tablets/30 days)"
5,Speciality Drug,my blue,Yes,"GLEOSTINE - lomustine cap 10 mg, 40 mg, 100 mg",Not Specified
5,Speciality Drug,my blue,Yes,"HYCAMTIN - topotecan hcl cap 0.25 mg (base equiv), 1 mg (base equiv)",Prior authorization
3,Not Specified,my blue,Yes,hydroxyurea cap 500 mg (Hydrea),Not Specified
5,Speciality Drug,my blue,Yes,"IBRANCE - palbociclib cap 75 mg, 100 mg, 125 mg","Prior authorization, Limited distribution, Quantity Limits (21 capsules/28 days)"
5,Speciality Drug,my blue,Yes,"IBRANCE - palbociclib tab 75 mg, 100 mg, 125 mg","Prior authorization, Limited distribution, Quantity Limits (21 tablets/28 days)"
5,Speciality Drug,my blue,Yes,"ICLUSIG - ponatinib hcl tab 10 mg (base equiv), 15 mg (base equiv), 30 mg (base equiv), 45 mg (base equiv)","Prior authorization, Limited distribution, Quantity Limits (30 tablets/30 days)"
5,Speciality Drug,my blue,Yes,"IDHIFA - enasidenib mesylate tab 50 mg (base equivalent), 100 mg (base equivalent)","Prior authorization, Limited distribution, Quantity Limits (30 tablets/30 days)"
5,Speciality Drug,my blue,Yes,imatinib mesylate tab 100 mg (base equivalent) (Gleevec),"Prior authorization, Quantity Limits (90 tablets/30 days)"
